activity,group,duration,distance,steps,calories,record_id,summary_id
walking,walking,4425,4260,5538,210,1518,3404
cycling,cycling,13142,56002,,1239,1518,3405
transport,transport,632,2337,,,1518,3406
walking,walking,279,190,334,9,1519,3407
cycling,cycling,8587,34374,,765,1519,3408
walking,walking,7247,8670,12804,427,1520,3409
transport,transport,4659,27663,,,1520,3410
walking,walking,1305,1247,1691,61,1521,3411
cycling,cycling,2973,15714,,342,1521,3412
transport,transport,6073,44267,,,1521,3413
walking,walking,1650,1424,2068,70,1522,3414
transport,transport,935,10621,,,1522,3415
walking,walking,2609,2475,3874,122,1523,3416
transport,transport,3022,22423,,,1523,3417
walking,walking,1285,1010,1728,50,1524,3418
transport,transport,16099,285275,,,1524,3419
cycling,cycling,10454,57594,,1249,1524,3420
walking,walking,2909,2604,3895,128,1525,3421
transport,transport,2500,14284,,,1525,3422
walking,walking,3266,3448,4944,170,1526,3423
transport,transport,10396,228296,,,1526,3424
walking,walking,465,448,660,22,1527,3425
transport,transport,1618,20083,,,1527,3426
cycling,cycling,16084,84934,,1848,1527,3427
walking,walking,1303,1256,1765,62,1528,3428
walking,walking,2223,2258,3272,111,1529,3429
cycling,cycling,4526,21349,,468,1529,3430
walking,walking,2195,1922,2934,95,1530,3431
cycling,cycling,3521,18112,,395,1530,3432
walking,walking,1226,1222,1659,60,1531,3433
cycling,cycling,2500,13945,,302,1531,3434
walking,walking,1453,1243,2053,61,1532,3435
cycling,cycling,8974,50996,,1104,1532,3436
transport,transport,1760,16204,,,1532,3437
walking,walking,327,217,422,11,1533,3438
cycling,cycling,18799,99518,,2164,1533,3439
walking,walking,902,784,1239,39,1534,3440
transport,transport,5019,40631,,,1534,3441
walking,walking,1856,1997,3263,98,1535,3442
transport,transport,6755,56539,,,1535,3443
walking,walking,3788,4834,5475,238,1536,3444
transport,transport,7584,54186,,,1536,3445
walking,walking,2475,2573,3358,127,1537,3446
cycling,cycling,3853,18912,,414,1537,3447
walking,walking,1723,1954,2986,96,1538,3448
transport,transport,296,1827,,,1538,3449
walking,walking,3023,3043,4432,150,1539,3450
transport,transport,10264,116579,,,1539,3451
cycling,cycling,12430,73289,,1582,1539,3452
walking,walking,1843,1768,2482,87,1540,3453
transport,transport,3830,37536,,,1540,3454
walking,walking,4169,4741,6553,234,1541,3455
transport,transport,10294,93088,,,1541,3456
walking,walking,1066,901,1527,44,1542,3457
cycling,cycling,2769,14067,,307,1542,3458
transport,transport,5703,50841,,,1542,3459
walking,walking,1283,1289,1909,64,1543,3460
transport,transport,1477,11604,,,1543,3461
walking,walking,1946,1701,2632,84,1544,3462
cycling,cycling,3658,18393,,402,1544,3463
transport,transport,2385,12767,,,1544,3464
walking,walking,1311,1078,1906,53,1545,3465
cycling,cycling,12208,63501,,1383,1545,3466
transport,transport,10797,104905,,,1545,3467
kayaking,,2384,2672,,157,1545,3468
walking,walking,1539,1174,2135,58,1546,3469
cycling,cycling,11381,63227,,1371,1546,3470
transport,transport,4824,39187,,,1546,3471
walking,walking,1295,1256,1857,62,1547,3472
transport,transport,2998,30883,,,1547,3473
walking,walking,1612,1602,2375,79,1548,3474
transport,transport,1532,10421,,,1548,3475
walking,walking,4194,6308,7538,311,1549,3476
transport,transport,2719,20017,,,1549,3477
walking,walking,3160,3390,4839,167,1550,3478
cycling,cycling,4762,25029,,545,1550,3479
transport,transport,1945,14042,,,1550,3480
walking,walking,2536,2395,3426,118,1551,3481
cycling,cycling,3880,19559,,427,1551,3482
transport,transport,364,1879,,,1551,3483
walking,walking,1076,750,1295,37,1552,3484
transport,transport,5961,59401,,,1552,3485
cycling,cycling,16320,109775,,2351,1552,3486
walking,walking,3008,3010,4228,148,1553,3487
walking,walking,5788,6465,8675,318,1554,3488
transport,transport,1689,18864,,,1554,3489
cycling,cycling,5899,21062,,474,1554,3490
walking,walking,2920,2835,4512,140,1555,3491
transport,transport,5934,59575,,,1555,3492
walking,walking,3181,3305,4910,163,1556,3493
cycling,cycling,2729,10898,,243,1556,3494
transport,transport,3533,39967,,,1556,3495
walking,walking,2466,2366,3352,117,1557,3496
cycling,cycling,3419,18723,,406,1557,3497
walking,walking,3320,3388,4813,167,1558,3498
cycling,cycling,10416,47319,,1041,1558,3499
walking,walking,318,212,388,10,1559,3500
transport,transport,2088,33442,,,1559,3501
cycling,cycling,15029,87756,,1896,1559,3502
walking,walking,4854,6309,7727,311,1560,3503
cycling,cycling,15931,78117,,1709,1560,3504
transport,transport,2829,27034,,,1560,3505
walking,walking,450,288,473,14,1561,3506
transport,transport,1789,18049,,,1561,3507
walking,walking,1177,965,1648,48,1562,3508
transport,transport,2485,8714,,,1562,3509
walking,walking,308,191,349,9,1563,3510
transport,transport,7340,130165,,,1563,3511
walking,walking,488,297,596,15,1564,3512
transport,transport,2277,42775,,,1564,3513
walking,walking,2619,2801,3270,138,1565,3514
cycling,cycling,2399,10195,,226,1565,3515
transport,transport,1600,7468,,,1565,3516
walking,walking,2118,1818,2980,90,1566,3517
cycling,cycling,6427,28190,,622,1566,3518
transport,transport,4141,45311,,,1566,3519
walking,walking,4667,4754,6999,234,1567,3520
cycling,cycling,8406,47722,,1033,1567,3521
transport,transport,1431,10844,,,1567,3522
walking,walking,4681,4524,6126,223,1568,3523
transport,transport,9409,91735,,,1568,3524
cycling,cycling,1047,2005,,49,1568,3525
walking,walking,1201,1127,1494,56,1569,3526
transport,transport,10136,121477,,,1569,3527
walking,walking,2072,1903,3005,94,1570,3528
transport,transport,4608,23111,,,1570,3529
cycling,cycling,183,518,,12,1570,3530
walking,walking,3851,4379,5755,216,1571,3531
transport,transport,3916,23411,,,1571,3532
cycling,cycling,490,1652,,37,1571,3533
walking,walking,3235,3334,4572,164,1572,3534
cycling,cycling,2822,15003,,326,1572,3535
walking,walking,502,490,699,24,1573,3536
transport,transport,6237,121226,,,1573,3537
transport,transport,8198,142802,,,1574,3538
walking,walking,358,245,230,12,1574,3539
walking,walking,5890,6298,8821,310,1575,3540
transport,transport,2642,21301,,,1575,3541
walking,walking,2214,1702,2881,84,1576,3542
cycling,cycling,17398,94818,,2058,1576,3543
transport,transport,150,545,,,1576,3544
walking,walking,1743,1594,2536,79,1577,3545
transport,transport,2761,13900,,,1577,3546
walking,walking,2483,2132,3246,105,1578,3547
cycling,cycling,3425,17267,,377,1578,3548
walking,walking,1862,1560,2339,77,1579,3549
cycling,cycling,5196,25132,,550,1579,3550
kayaking,,4588,6492,,301,1579,3551
walking,walking,785,666,1053,33,1580,3552
cycling,cycling,3466,16669,,365,1580,3553
walking,walking,808,684,1162,34,1581,3554
cycling,cycling,22337,132025,,2850,1581,3555
walking,walking,1310,1035,1779,51,1582,3556
cycling,cycling,11018,51575,,1132,1582,3557
transport,transport,3407,29789,,,1582,3558
walking,walking,2907,2993,3822,147,1583,3559
transport,transport,1438,10156,,,1583,3560
cycling,cycling,1615,5909,,133,1583,3561
walking,walking,2095,2042,3318,101,1584,3562
transport,transport,5606,50856,,,1584,3563
cycling,cycling,416,1294,,30,1584,3564
walking,walking,2407,2442,3224,120,1585,3565
cycling,cycling,5512,27709,,605,1585,3566
transport,transport,270,1275,,,1585,3567
walking,walking,1742,1573,2422,77,1586,3568
cycling,cycling,3401,18156,,395,1586,3569
walking,walking,897,719,1349,35,1587,3570
cycling,cycling,22305,132296,,2855,1587,3571
transport,transport,2819,15312,,,1587,3572
walking,walking,1180,1123,1690,55,1588,3573
cycling,cycling,11761,61254,,1334,1588,3574
transport,transport,1100,7544,,,1588,3575
walking,walking,1453,1290,2113,64,1589,3576
cycling,cycling,14636,77952,,1695,1589,3577
transport,transport,2288,13990,,,1589,3578
walking,walking,1889,1818,2774,90,1590,3579
walking,walking,3452,3432,5154,169,1591,3580
transport,transport,4541,56516,,,1591,3581
walking,walking,1945,1935,2692,95,1592,3582
cycling,cycling,3013,16242,,353,1592,3583
walking,walking,1598,1320,2022,65,1593,3584
transport,transport,186,613,,,1593,3585
cycling,cycling,3353,18852,,408,1593,3586
walking,walking,2732,2598,4426,128,1594,3587
cycling,cycling,14862,100176,,2145,1594,3588
walking,walking,3605,3414,4954,168,1595,3589
transport,transport,1891,14079,,,1595,3590
walking,walking,815,545,981,27,1596,3591
cycling,cycling,4467,26416,,570,1596,3592
transport,transport,2308,20922,,,1596,3593
walking,walking,2414,2506,3325,123,1597,3594
transport,transport,2147,17021,,,1597,3595
cycling,cycling,323,3168,,67,1597,3596
walking,walking,2730,2717,3731,134,1598,3597
cycling,cycling,1135,5134,,113,1598,3598
transport,transport,2265,15588,,,1598,3599
walking,walking,3141,2759,4046,136,1599,3600
cycling,cycling,4684,23013,,503,1599,3601
walking,walking,3896,3514,5208,173,1600,3602
cycling,cycling,3461,18045,,393,1600,3603
walking,walking,2760,2377,3612,117,1601,3604
cycling,cycling,4030,17935,,395,1601,3605
walking,walking,2341,2266,3362,112,1602,3606
cycling,cycling,25957,152738,,3298,1602,3607
transport,transport,3146,18320,,,1602,3608
walking,walking,2063,1943,2894,96,1603,3609
cycling,cycling,17436,100140,,2166,1603,3610
walking,walking,1905,1918,2864,94,1604,3611
transport,transport,1963,14577,,,1604,3612
walking,walking,1512,1536,2338,76,1605,3613
cycling,cycling,1395,5940,,131,1605,3614
walking,walking,2154,2111,3017,104,1606,3615
cycling,cycling,4836,23871,,522,1606,3616
walking,walking,2139,1953,2945,96,1607,3617
cycling,cycling,3097,16322,,355,1607,3618
transport,transport,2713,16862,,,1607,3619
walking,walking,3265,3097,4833,153,1608,3620
cycling,cycling,28887,170834,,3688,1608,3621
transport,transport,1481,7832,,,1608,3622
walking,walking,3508,3065,4369,151,1609,3623
cycling,cycling,24058,136774,,2960,1609,3624
walking,walking,2599,2152,3246,106,1610,3625
cycling,cycling,697,2678,,60,1610,3626
transport,transport,16096,259205,,,1610,3627
walking,walking,2211,2012,3055,99,1611,3628
transport,transport,43444,1006545,,,1611,3629
walking,walking,4197,4622,6110,228,1612,3630
transport,transport,2300,27268,,,1612,3631
walking,walking,4969,4817,6828,237,1613,3632
transport,transport,8040,121089,,,1613,3633
walking,walking,3565,3487,4868,172,1614,3634
transport,transport,2919,51251,,,1614,3635
walking,walking,5126,5134,7100,253,1615,3636
transport,transport,6449,92026,,,1615,3637
walking,walking,3609,3379,4234,166,1616,3638
transport,transport,6261,100635,,,1616,3639
walking,walking,815,586,946,29,1617,3640
transport,transport,39220,991716,,,1617,3641
walking,walking,1556,1319,2339,65,1618,3642
transport,transport,329,1461,,,1618,3643
walking,walking,2475,2452,3518,121,1619,3644
transport,transport,379,1585,,,1619,3645
walking,walking,2488,2523,3750,124,1620,3646
cycling,cycling,3817,22070,,477,1620,3647
walking,walking,3743,3740,5477,184,1621,3648
transport,transport,9411,84651,,,1621,3649
walking,walking,2722,2559,3992,126,1622,3650
transport,transport,7193,91530,,,1622,3651
airplane,transport,17700,4652855,,,1622,3652
walking,walking,4412,4565,6081,225,1623,3653
cycling,cycling,397,471,,13,1623,3654
transport,transport,1257,9496,,,1623,3655
walking,walking,2984,2925,3897,144,1624,3656
transport,transport,2794,32468,,,1624,3657
walking,walking,6526,6363,9054,313,1625,3658
transport,transport,2325,12567,,,1625,3659
walking,walking,2165,1967,3012,97,1626,3660
transport,transport,4147,53056,,,1626,3661
airplane,transport,22158,4689975,,,1626,3662
walking,walking,3518,3364,4607,166,1627,3663
cycling,cycling,4355,22624,,493,1627,3664
walking,walking,3975,3848,5697,190,1628,3665
cycling,cycling,3295,17617,,383,1628,3666
walking,walking,1854,2177,2778,107,1629,3667
cycling,cycling,2741,15418,,334,1629,3668
walking,walking,2481,3548,4187,175,1630,3669
running,running,1159,3474,2807,206,1630,3670
transport,transport,350,2687,,,1630,3671
walking,walking,8472,10394,13357,512,1631,3672
transport,transport,4010,34990,,,1631,3673
running,running,177,240,267,15,1631,3674
walking,walking,2724,2443,3880,120,1632,3675
transport,transport,1786,14957,,,1632,3676
walking,walking,2531,2366,3534,117,1633,3677
cycling,cycling,2851,15233,,331,1633,3678
transport,transport,6354,43177,,,1633,3679
walking,walking,2637,2330,3284,115,1634,3680
cycling,cycling,4225,22869,,497,1634,3681
transport,transport,2823,21850,,,1634,3682
walking,walking,2933,2743,3888,135,1635,3683
cycling,cycling,1914,10801,,234,1635,3684
transport,transport,528,7804,,,1635,3685
walking,walking,3299,3173,4451,156,1636,3686
transport,transport,840,6787,,,1636,3687
cycling,cycling,3682,16188,,357,1636,3688
walking,walking,1462,1252,2131,62,1637,3689
transport,transport,3361,24998,,,1637,3690
cycling,cycling,124,298,,7,1637,3691
walking,walking,1313,1246,1684,61,1638,3692
transport,transport,1387,19815,,,1638,3693
walking,walking,4506,5226,7549,257,1639,3694
running,running,1108,3327,2773,198,1639,3695
transport,transport,1761,14945,,,1639,3696
walking,walking,2574,2520,3710,124,1640,3697
cycling,cycling,2864,15583,,338,1640,3698
transport,transport,6212,41483,,,1640,3699
walking,walking,2386,2114,3099,104,1641,3700
cycling,cycling,4201,22368,,486,1641,3701
walking,walking,3420,3561,5069,175,1642,3702
cycling,cycling,1889,10315,,224,1642,3703
transport,transport,1561,8126,,,1642,3704
walking,walking,2030,1821,2554,90,1643,3705
cycling,cycling,4450,23236,,506,1643,3706
transport,transport,1564,11190,,,1643,3707
walking,walking,5905,7422,9476,366,1644,3708
transport,transport,1212,7385,,,1644,3709
