activity,group,duration,distance,steps,calories,record_id,summary_id
transport,transport,2841,21214,,,612,1407
transport,transport,3229,22745,,,613,1408
walking,walking,1203,1215,1778,60,613,1409
walking,walking,3563,4038,5565,201,614,1410
transport,transport,2563,25830,,,614,1411
running,running,240,441,511,27,614,1412
walking,walking,489,311,612,15,615,1413
transport,transport,5582,107536,,,615,1414
cycling,cycling,431,3093,,67,615,1415
walking,walking,1280,1456,2037,72,616,1416
transport,transport,1645,15356,,,616,1417
walking,walking,2267,2540,3359,126,617,1418
transport,transport,1106,8874,,,617,1419
walking,walking,1742,1469,2044,73,618,1420
cycling,cycling,1570,7907,,174,618,1421
transport,transport,797,3700,,,618,1422
walking,walking,1415,1460,2153,73,619,1423
transport,transport,4911,31858,,,619,1424
walking,walking,1924,2077,3033,103,620,1425
running,running,1833,4927,4582,298,620,1426
transport,transport,886,2751,,,620,1427
walking,walking,4324,4048,5578,202,621,1428
transport,transport,3798,31156,,,621,1429
walking,walking,3472,3830,5250,191,622,1430
walking,walking,3902,3977,5835,198,623,1431
transport,transport,2690,15130,,,623,1432
walking,walking,2363,2343,3371,117,624,1433
running,running,1984,5409,4960,327,624,1434
transport,transport,3880,24663,,,624,1435
walking,walking,2185,1949,3020,97,625,1436
transport,transport,3778,14598,,,625,1437
walking,walking,1742,1808,2537,90,626,1438
cycling,cycling,2522,12943,,285,626,1439
walking,walking,1313,1168,1894,58,627,1440
cycling,cycling,2390,12730,,280,627,1441
transport,transport,901,1986,,,627,1442
walking,walking,2614,3127,3991,156,628,1443
cycling,cycling,2444,12900,,284,628,1444
walking,walking,468,442,730,22,629,1445
cycling,cycling,2213,12473,,273,629,1446
transport,transport,356,2387,,,629,1447
walking,walking,5230,8468,9393,422,630,1448
transport,transport,2658,21479,,,630,1449
walking,walking,3905,4687,6159,233,631,1450
transport,transport,2410,22760,,,631,1451
running,running,241,460,492,29,631,1452
walking,walking,1684,2207,2792,110,632,1453
transport,transport,2237,11820,,,632,1454
walking,walking,2148,2592,3025,129,633,1455
transport,transport,301,804,,,633,1456
cycling,cycling,2000,11735,,256,633,1457
walking,walking,1770,2284,2642,114,634,1458
cycling,cycling,2260,12302,,270,634,1459
walking,walking,2999,3624,4837,180,635,1460
cycling,cycling,1250,7158,,156,635,1461
transport,transport,2090,12459,,,635,1462
walking,walking,931,1116,1382,56,636,1463
cycling,cycling,2184,12204,,267,636,1464
walking,walking,810,652,1025,32,637,1465
transport,transport,1219,7994,,,637,1466
walking,walking,418,398,697,20,638,1467
transport,transport,170,1755,,,638,1468
running,running,1713,4636,4282,280,638,1469
walking,walking,2714,2468,3701,123,639,1470
transport,transport,2255,9317,,,639,1471
walking,walking,2567,2281,3225,114,640,1472
transport,transport,2835,18210,,,640,1473
walking,walking,2308,2666,3439,133,641,1474
running,running,1984,5356,4960,324,641,1475
transport,transport,1061,9023,,,641,1476
transport,transport,3928,82201,,,642,1477
walking,walking,7570,8496,12899,423,642,1478
walking,walking,363,318,481,16,643,1479
walking,walking,2126,2521,3289,126,644,1480
running,running,1953,5326,4882,322,644,1481
transport,transport,4125,73470,,,644,1482
walking,walking,4136,4524,6256,225,645,1483
transport,transport,2255,13991,,,645,1484
cycling,cycling,2182,12112,,265,646,1485
walking,walking,300,233,467,12,646,1486
walking,walking,728,748,1107,37,647,1487
cycling,cycling,2160,12230,,268,647,1488
transport,transport,618,3417,,,647,1489
walking,walking,855,680,1117,34,648,1490
cycling,cycling,2242,11733,,258,648,1491
transport,transport,941,3005,,,648,1492
walking,walking,1460,1412,2010,70,649,1493
running,running,1984,5478,4960,329,649,1494
transport,transport,811,6550,,,649,1495
walking,walking,1779,1758,2159,87,650,1496
cycling,cycling,2137,12103,,264,650,1497
transport,transport,2979,39746,,,650,1498
walking,walking,2005,1541,2331,76,651,1499
transport,transport,1377,10144,,,651,1500
walking,walking,304,220,422,11,652,1501
walking,walking,1238,1561,1849,77,653,1502
cycling,cycling,2398,12386,,272,653,1503
cycling,cycling,2251,12582,,275,654,1504
walking,walking,1543,1777,2340,88,654,1505
walking,walking,1523,1561,2185,77,655,1506
cycling,cycling,2253,12523,,273,655,1507
transport,transport,75,533,,,655,1508
walking,walking,3018,3665,4897,182,656,1509
cycling,cycling,2187,11984,,262,656,1510
transport,transport,2077,14122,,,656,1511
walking,walking,1954,1659,2423,82,657,1512
cycling,cycling,2392,12991,,284,657,1513
transport,transport,1606,7064,,,657,1514
walking,walking,2483,3688,4330,183,658,1515
walking,walking,3165,3466,4864,172,659,1516
transport,transport,3808,36777,,,659,1517
walking,walking,2151,2264,3682,112,660,1518
cycling,cycling,2291,12306,,269,660,1519
walking,walking,1258,1383,1805,69,661,1520
cycling,cycling,2265,12696,,277,661,1521
walking,walking,2961,3223,4352,160,662,1522
transport,transport,1009,6031,,,662,1523
walking,walking,2483,2598,3643,129,663,1524
transport,transport,2700,13677,,,663,1525
walking,walking,2766,2866,4110,142,664,1526
cycling,cycling,2412,11662,,257,664,1527
walking,walking,2199,1872,2816,93,665,1528
transport,transport,3243,21761,,,665,1529
walking,walking,1210,1301,1627,65,666,1530
transport,transport,432,2522,,,666,1531
walking,walking,1031,996,1578,49,667,1532
transport,transport,1759,18174,,,667,1533
walking,walking,1640,1511,2197,75,668,1534
cycling,cycling,2930,13395,,297,668,1535
walking,walking,1073,898,1469,45,669,1536
transport,transport,927,5385,,,669,1537
walking,walking,1620,1620,2388,80,670,1538
transport,transport,2269,12624,,,670,1539
walking,walking,1036,959,1339,48,671,1540
transport,transport,2076,12071,,,671,1541
walking,walking,1295,1241,1926,62,672,1542
transport,transport,4262,32935,,,672,1543
walking,walking,835,612,920,30,673,1544
transport,transport,1308,8940,,,673,1545
cycling,cycling,2564,12428,,274,674,1546
walking,walking,837,713,1067,35,674,1547
walking,walking,600,463,921,23,675,1548
cycling,cycling,2617,12731,,281,675,1549
transport,transport,2126,17994,,,675,1550
walking,walking,2376,2545,3622,126,676,1551
cycling,cycling,2668,12390,,274,676,1552
walking,walking,2670,3090,4175,153,677,1553
cycling,cycling,2463,12573,,276,677,1554
walking,walking,780,799,1268,40,678,1555
cycling,cycling,2544,12652,,278,678,1556
transport,transport,418,2080,,,678,1557
walking,walking,1217,1247,2018,62,679,1558
transport,transport,1941,9670,,,679,1559
walking,walking,2102,1882,2645,93,680,1560
transport,transport,1050,5860,,,680,1561
walking,walking,3214,4033,4966,200,681,1562
transport,transport,5270,36793,,,681,1563
walking,walking,2042,2305,2972,114,682,1564
cycling,cycling,2342,12837,,280,682,1565
walking,walking,1847,2034,2648,101,683,1566
cycling,cycling,2363,12568,,275,683,1567
walking,walking,3175,3430,4873,170,684,1568
transport,transport,2379,12996,,,684,1569
walking,walking,1154,896,1400,44,685,1570
cycling,cycling,2257,12589,,275,685,1571
transport,transport,8172,173320,,,685,1572
walking,walking,30,20,41,1,686,1573
walking,walking,4085,5359,6932,266,687,1574
transport,transport,7942,181846,,,687,1575
walking,walking,519,406,680,20,688,1576
cycling,cycling,2332,12620,,276,688,1577
walking,walking,1108,1220,1858,61,689,1578
cycling,cycling,1394,6771,,149,689,1579
transport,transport,5737,20962,,,689,1580
walking,walking,1755,2154,2992,107,690,1581
transport,transport,499,463,,,690,1582
walking,walking,2531,3242,4114,161,691,1583
cycling,cycling,1934,8901,,197,691,1584
transport,transport,770,4104,,,691,1585
walking,walking,1031,1234,1385,61,692,1586
cycling,cycling,2587,12425,,274,692,1587
walking,walking,946,1138,1384,56,693,1588
transport,transport,4838,25150,,,693,1589
walking,walking,1233,1168,1638,58,694,1590
transport,transport,1439,13028,,,694,1591
walking,walking,2845,3163,4087,157,695,1592
running,running,179,204,212,13,695,1593
transport,transport,1811,18130,,,695,1594
walking,walking,3008,3765,5249,187,696,1595
transport,transport,4261,25480,,,696,1596
running,running,1354,3850,3383,231,696,1597
walking,walking,1864,1998,2636,99,697,1598
cycling,cycling,2241,12557,,274,697,1599
cycling,cycling,2421,12554,,275,698,1600
walking,walking,2675,3106,4102,154,698,1601
walking,walking,768,660,942,33,699,1602
cycling,cycling,2314,12229,,268,699,1603
walking,walking,2387,3063,4131,152,700,1604
transport,transport,4507,28573,,,700,1605
running,running,811,2271,2027,136,700,1606
walking,walking,4542,7975,8541,396,701,1607
transport,transport,1128,7417,,,701,1608
walking,walking,1671,1644,2343,82,702,1609
cycling,cycling,2602,12649,,279,702,1610
walking,walking,2195,2663,3254,132,703,1611
cycling,cycling,2581,13052,,287,703,1612
walking,walking,2316,2293,3327,114,704,1613
cycling,cycling,2456,12766,,280,704,1614
walking,walking,3447,4263,5690,211,705,1615
cycling,cycling,2134,12455,,271,705,1616
transport,transport,1717,13639,,,705,1617
walking,walking,2305,2244,3258,111,706,1618
cycling,cycling,2224,12096,,264,706,1619
transport,transport,1726,21326,,,706,1620
walking,walking,1839,1734,2427,86,707,1621
cycling,cycling,328,3445,,73,707,1622
transport,transport,3701,20926,,,707,1623
walking,walking,2336,1878,2671,93,708,1624
transport,transport,1927,14379,,,708,1625
walking,walking,1807,1965,2501,97,709,1626
cycling,cycling,3077,16209,,355,709,1627
walking,walking,1436,1889,2188,94,710,1628
cycling,cycling,3103,16844,,368,710,1629
walking,walking,1100,820,1422,41,711,1630
cycling,cycling,3048,14473,,320,711,1631
transport,transport,598,2967,,,711,1632
walking,walking,1054,968,1561,48,712,1633
cycling,cycling,2594,13570,,297,712,1634
transport,transport,500,1825,,,712,1635
walking,walking,2614,2178,3610,108,713,1636
cycling,cycling,2537,12102,,267,713,1637
walking,walking,2360,2078,3085,103,714,1638
transport,transport,5612,29766,,,714,1639
walking,walking,2267,2445,3464,121,715,1640
transport,transport,3377,25638,,,715,1641
walking,walking,1974,2277,3055,113,716,1642
transport,transport,1078,4781,,,716,1643
cycling,cycling,2122,10975,,241,716,1644
walking,walking,1154,1264,1643,63,717,1645
transport,transport,3246,25109,,,717,1646
walking,walking,5276,6776,8865,336,718,1647
transport,transport,659,2706,,,718,1648
walking,walking,2705,2981,3997,148,719,1649
cycling,cycling,2693,13124,,289,719,1650
transport,transport,151,867,,,719,1651
walking,walking,1411,1497,2199,74,720,1652
transport,transport,1973,15801,,,720,1653
walking,walking,1279,1069,1645,53,721,1654
transport,transport,1723,8040,,,721,1655
walking,walking,30,15,30,1,722,1656
transport,transport,3836,84881,,,722,1657
walking,walking,2130,2239,3280,111,723,1658
cycling,cycling,2255,12485,,273,723,1659
walking,walking,2240,2042,2770,101,724,1660
cycling,cycling,2189,12604,,274,724,1661
transport,transport,152,633,,,725,1662
walking,walking,2479,2197,3471,109,725,1663
cycling,cycling,2427,12972,,284,725,1664
walking,walking,1934,2065,2735,102,726,1665
cycling,cycling,2529,13090,,287,726,1666
transport,transport,1218,6918,,,726,1667
walking,walking,759,637,1224,32,727,1668
cycling,cycling,2294,12369,,271,727,1669
transport,transport,2012,10952,,,727,1670
walking,walking,1502,1273,1960,63,728,1671
transport,transport,2123,12333,,,728,1672
walking,walking,1110,935,1523,46,729,1673
transport,transport,1441,9716,,,729,1674
walking,walking,803,705,1164,35,730,1675
cycling,cycling,2665,13298,,293,730,1676
transport,transport,1946,8999,,,730,1677
walking,walking,985,787,1078,39,731,1678
cycling,cycling,2138,12333,,269,731,1679
transport,transport,314,1441,,,731,1680
walking,walking,1649,2087,2676,104,732,1681
cycling,cycling,2642,13350,,293,732,1682
walking,walking,1472,1521,2245,75,733,1683
cycling,cycling,1214,6577,,144,733,1684
transport,transport,2192,8973,,,733,1685
walking,walking,420,328,446,16,734,1686
cycling,cycling,2216,12413,,271,734,1687
walking,walking,1667,2440,2862,121,735,1688
running,running,1501,5529,3685,327,735,1689
transport,transport,1861,11765,,,735,1690
walking,walking,4379,6653,7895,330,736,1691
transport,transport,503,1565,,,736,1692
walking,walking,2281,2276,3572,113,737,1693
transport,transport,2135,12407,,,737,1694
cycling,cycling,2528,13084,,287,738,1695
walking,walking,1790,2046,2904,102,738,1696
transport,transport,324,1635,,,738,1697
cycling,cycling,2447,12609,,277,739,1698
walking,walking,1989,2084,2914,103,739,1699
walking,walking,2417,2921,3870,145,740,1700
transport,transport,3055,23208,,,740,1701
walking,walking,839,757,1127,38,741,1702
cycling,cycling,2142,12023,,262,741,1703
transport,transport,156,525,,,741,1704
walking,walking,5329,7602,9394,377,742,1705
transport,transport,1401,7127,,,742,1706
walking,walking,2495,2991,4159,148,743,1707
running,running,1443,4002,3289,241,743,1708
transport,transport,4703,34304,,,743,1709
walking,walking,850,655,946,32,744,1710
cycling,cycling,2370,12971,,283,744,1711
transport,transport,123,354,,,744,1712
walking,walking,1672,2013,2738,100,745,1713
cycling,cycling,2148,12258,,267,745,1714
walking,walking,4244,4369,6244,217,746,1715
cycling,cycling,2325,13199,,288,746,1716
walking,walking,1718,1704,2342,85,747,1717
cycling,cycling,1992,12288,,266,747,1718
transport,transport,533,1965,,,747,1719
walking,walking,810,705,951,35,748,1720
cycling,cycling,2261,12471,,272,748,1721
walking,walking,4830,4391,6194,218,749,1722
transport,transport,3515,24925,,,749,1723
walking,walking,103,63,122,3,750,1724
cycling,cycling,4929,26811,,586,750,1725
walking,walking,1014,958,1430,48,751,1726
cycling,cycling,2136,12199,,266,751,1727
walking,walking,1544,1944,2644,96,752,1728
transport,transport,1820,10669,,,752,1729
walking,walking,1747,2116,2678,105,753,1730
cycling,cycling,2287,12790,,279,753,1731
walking,walking,1665,1636,2626,81,754,1732
cycling,cycling,1212,6870,,150,754,1733
transport,transport,1720,7103,,,754,1734
walking,walking,660,552,903,27,755,1735
cycling,cycling,2330,12077,,265,755,1736
transport,transport,1463,7472,,,755,1737
walking,walking,865,853,1291,42,756,1738
cycling,cycling,3392,18962,,414,756,1739
transport,transport,2782,21472,,,756,1740
walking,walking,1339,1272,2004,63,757,1741
cycling,cycling,11130,69227,,1500,757,1742
transport,transport,2631,25404,,,757,1743
walking,walking,728,606,927,30,758,1744
transport,transport,371,583,,,758,1745
cycling,cycling,2535,13609,,298,758,1746
walking,walking,2024,1665,2847,83,759,1747
transport,transport,5169,29845,,,759,1748
walking,walking,3071,3366,4692,167,760,1749
transport,transport,4705,26338,,,760,1750
walking,walking,4657,4961,6670,246,761,1751
transport,transport,3544,20385,,,761,1752
walking,walking,585,461,687,23,762,1753
cycling,cycling,3266,14659,,325,762,1754
walking,walking,3041,3182,4429,158,763,1755
cycling,cycling,12690,73600,,1602,763,1756
transport,transport,4691,33876,,,763,1757
walking,walking,1880,1809,2721,90,764,1758
transport,transport,3831,35879,,,764,1759
walking,walking,1081,913,1339,45,765,1760
cycling,cycling,2856,13758,,303,765,1761
transport,transport,301,992,,,765,1762
walking,walking,924,942,1361,47,766,1763
cycling,cycling,2460,13072,,286,766,1764
transport,transport,368,526,,,766,1765
walking,walking,2295,2749,3510,136,767,1766
cycling,cycling,1507,7271,,160,767,1767
transport,transport,1455,8088,,,767,1768
walking,walking,480,374,661,19,768,1769
cycling,cycling,1386,6878,,151,768,1770
transport,transport,1235,6918,,,768,1771
walking,walking,1312,1058,1504,52,769,1772
cycling,cycling,2418,12677,,278,769,1773
transport,transport,1963,9360,,,769,1774
walking,walking,2054,1560,2593,77,770,1775
transport,transport,4678,23752,,,770,1776
walking,walking,1950,2124,2882,105,771,1777
transport,transport,2112,23969,,,771,1778
walking,walking,1158,1105,1431,55,772,1779
cycling,cycling,2755,14206,,312,772,1780
transport,transport,2809,14159,,,772,1781
walking,walking,3184,3857,5005,191,773,1782
cycling,cycling,3021,14286,,316,773,1783
transport,transport,3179,16139,,,773,1784
walking,walking,2709,3457,4252,172,774,1785
transport,transport,3762,26624,,,774,1786
walking,walking,2637,2663,3651,132,775,1787
transport,transport,6081,34700,,,775,1788
walking,walking,366,341,537,17,776,1789
cycling,cycling,5677,29530,,648,776,1790
walking,walking,1036,631,1180,31,777,1791
cycling,cycling,15805,87733,,1915,777,1792
transport,transport,3971,23418,,,777,1793
walking,walking,2036,1896,2591,94,778,1794
transport,transport,4294,32968,,,778,1795
cycling,cycling,218,519,,12,778,1796
walking,walking,1367,1453,2040,72,779,1797
cycling,cycling,3133,16859,,369,779,1798
transport,transport,1810,10765,,,779,1799
walking,walking,1489,1690,2179,84,780,1800
transport,transport,4570,34956,,,780,1801
walking,walking,540,467,790,23,781,1802
cycling,cycling,5824,28685,,632,781,1803
walking,walking,2070,2100,3204,104,782,1804
cycling,cycling,5082,27610,,604,782,1805
walking,walking,3055,2825,4242,140,783,1806
cycling,cycling,2609,14341,,313,783,1807
transport,transport,2130,13277,,,783,1808
walking,walking,3018,2743,3919,136,784,1809
transport,transport,4397,49836,,,784,1810
walking,walking,1762,1924,2346,95,785,1811
transport,transport,2169,24517,,,785,1812
walking,walking,960,1132,1506,56,786,1813
cycling,cycling,5611,28927,,635,786,1814
walking,walking,785,677,927,34,787,1815
cycling,cycling,3204,16443,,361,787,1816
transport,transport,2562,13234,,,787,1817
cycling,cycling,6006,30117,,662,788,1818
walking,walking,1355,1402,1945,70,788,1819
walking,walking,978,1100,1652,55,789,1820
cycling,cycling,5352,27849,,611,789,1821
walking,walking,933,952,1476,47,790,1822
cycling,cycling,3321,16452,,362,790,1823
transport,transport,1276,10330,,,790,1824
walking,walking,752,588,1076,29,791,1825
cycling,cycling,18480,99766,,2182,791,1826
transport,transport,7644,182070,,,791,1827
walking,walking,9284,10717,14264,532,792,1828
transport,transport,11386,224984,,,792,1829
walking,walking,1358,1373,2013,68,793,1830
transport,transport,1156,7891,,,793,1831
cycling,cycling,3143,16621,,364,794,1832
walking,walking,844,927,1314,46,794,1833
transport,transport,1983,10649,,,794,1834
walking,walking,1208,2056,2077,102,795,1835
transport,transport,2734,25948,,,795,1836
walking,walking,2112,2355,2720,117,796,1837
transport,transport,2792,26308,,,796,1838
walking,walking,938,857,1324,43,797,1839
cycling,cycling,5266,29063,,635,797,1840
walking,walking,1480,1777,2016,88,798,1841
transport,transport,724,2240,,,798,1842
walking,walking,1418,1289,1965,64,799,1843
transport,transport,2519,20675,,,799,1844
walking,walking,969,1599,1680,79,800,1845
transport,transport,5172,37977,,,800,1846
walking,walking,575,488,851,24,801,1847
cycling,cycling,2844,13909,,306,801,1848
transport,transport,2976,13600,,,801,1849
walking,walking,1966,1923,2608,95,802,1850
cycling,cycling,3593,16434,,364,802,1851
transport,transport,3413,25135,,,802,1852
walking,walking,4051,5264,7284,261,803,1853
transport,transport,2748,25807,,,803,1854
walking,walking,1151,1395,1809,69,804,1855
transport,transport,3237,27371,,,804,1856
walking,walking,1471,1251,1852,62,805,1857
cycling,cycling,21141,117065,,2556,805,1858
transport,transport,359,1541,,,805,1859
walking,walking,539,423,625,21,806,1860
cycling,cycling,7623,40863,,894,806,1861
walking,walking,2174,1974,3006,98,807,1862
transport,transport,3612,29096,,,807,1863
walking,walking,310,231,450,11,808,1864
cycling,cycling,3665,16992,,376,808,1865
transport,transport,2109,10266,,,808,1866
walking,walking,2742,2951,4204,146,809,1867
transport,transport,5063,34225,,,809,1868
walking,walking,2835,3191,4292,158,810,1869
transport,transport,2309,25326,,,810,1870
walking,walking,1542,1878,2329,93,811,1871
cycling,cycling,4983,27954,,610,811,1872
transport,transport,145,516,,,811,1873
walking,walking,4300,3994,6023,198,812,1874
transport,transport,2915,21562,,,812,1875
walking,walking,1090,899,1410,45,813,1876
transport,transport,1768,20107,,,813,1877
cycling,cycling,762,2025,,47,813,1878
walking,walking,1015,1623,1975,81,814,1879
transport,transport,6220,38266,,,814,1880
walking,walking,360,310,619,15,815,1881
cycling,cycling,3020,15554,,341,815,1882
transport,transport,2586,11241,,,815,1883
walking,walking,892,893,1373,44,816,1884
cycling,cycling,6217,32572,,714,816,1885
walking,walking,1553,1726,2489,86,817,1886
cycling,cycling,2972,17305,,377,817,1887
transport,transport,1718,10830,,,817,1888
walking,walking,2580,2415,3544,120,818,1889
transport,transport,10696,69032,,,818,1890
walking,walking,1155,1246,1849,62,819,1891
cycling,cycling,24697,139510,,3042,819,1892
transport,transport,3241,31718,,,819,1893
walking,walking,937,718,1253,36,820,1894
transport,transport,3791,37580,,,820,1895
walking,walking,2071,2613,3560,130,821,1896
transport,transport,5803,43339,,,821,1897
walking,walking,1803,1862,2691,92,822,1898
transport,transport,4296,28470,,,822,1899
walking,walking,1098,1385,1883,69,823,1900
transport,transport,3324,27298,,,823,1901
walking,walking,2809,3538,4853,176,824,1902
transport,transport,2914,26835,,,824,1903
walking,walking,3556,3449,4770,171,825,1904
transport,transport,6441,47171,,,825,1905
walking,walking,1911,1564,2663,78,826,1906
transport,transport,5859,34908,,,826,1907
kayaking,,4408,7969,,292,826,1908
walking,walking,1424,1308,1988,65,827,1909
cycling,cycling,1554,8097,,178,827,1910
transport,transport,2055,15728,,,827,1911
walking,walking,1346,1786,2021,89,828,1912
transport,transport,3212,27304,,,828,1913
walking,walking,1750,2071,2802,103,829,1914
transport,transport,4573,28217,,,829,1915
walking,walking,2780,3786,5352,188,830,1916
transport,transport,3729,27162,,,830,1917
walking,walking,1592,1754,2613,87,831,1918
transport,transport,2718,26295,,,831,1919
walking,walking,1061,1088,1693,54,832,1920
cycling,cycling,10110,54921,,1201,832,1921
walking,walking,1736,2220,2916,110,833,1922
running,running,1381,3768,3465,227,833,1923
transport,transport,10485,157208,,,833,1924
walking,walking,630,576,974,29,834,1925
cycling,cycling,11510,67238,,1463,834,1926
transport,transport,1872,18774,,,834,1927
walking,walking,1173,1777,1899,88,835,1928
transport,transport,2323,25382,,,835,1929
walking,walking,2371,2408,3500,119,836,1930
transport,transport,3531,28132,,,836,1931
walking,walking,2019,2693,3469,134,837,1932
transport,transport,5191,27049,,,837,1933
transport,transport,4332,37115,,,838,1934
walking,walking,763,564,1037,28,838,1935
walking,walking,1402,1564,2092,78,839,1936
transport,transport,2286,26947,,,839,1937
walking,walking,5811,7588,8115,376,840,1938
transport,transport,4650,64134,,,840,1939
walking,walking,3773,4211,6049,209,841,1940
transport,transport,1605,9425,,,841,1941
walking,walking,3063,3877,4997,192,842,1942
transport,transport,3591,29433,,,842,1943
walking,walking,2789,3420,4555,170,843,1944
transport,transport,5255,35683,,,843,1945
walking,walking,2730,3845,4502,191,844,1946
transport,transport,5661,36458,,,844,1947
walking,walking,1360,1805,2259,90,845,1948
transport,transport,3657,32589,,,845,1949
walking,walking,2074,2587,3245,128,846,1950
transport,transport,3871,64944,,,846,1951
walking,walking,634,500,858,25,847,1952
cycling,cycling,16339,95849,,2085,847,1953
transport,transport,420,1738,,,847,1954
cycling,cycling,7683,39959,,876,848,1955
walking,walking,300,284,432,14,848,1956
transport,transport,280,1442,,,848,1957
walking,walking,2529,2825,3683,140,849,1958
transport,transport,3186,26941,,,849,1959
walking,walking,2628,2746,3903,136,850,1960
cycling,cycling,5884,27543,,609,850,1961
walking,walking,1463,2067,2479,103,851,1962
transport,transport,4726,30162,,,851,1963
walking,walking,3716,4242,6018,210,852,1964
transport,transport,6662,49549,,,852,1965
walking,walking,1186,1480,1992,73,853,1966
transport,transport,5257,39642,,,853,1967
transport,transport,2297,17585,,,854,1968
walking,walking,641,567,856,28,854,1969
cycling,cycling,222,971,,22,854,1970
walking,walking,531,397,783,20,855,1971
cycling,cycling,12019,70035,,1524,855,1972
transport,transport,1500,13820,,,855,1973
walking,walking,1329,1451,1976,72,856,1974
transport,transport,3000,28707,,,856,1975
walking,walking,643,479,957,24,857,1976
cycling,cycling,3630,16769,,371,857,1977
transport,transport,2439,12154,,,857,1978
walking,walking,3073,3756,5100,186,858,1979
transport,transport,6263,46979,,,858,1980
walking,walking,2696,3272,4565,162,859,1981
transport,transport,4911,32891,,,859,1982
walking,walking,3463,4222,5843,209,860,1983
transport,transport,3125,29174,,,860,1984
walking,walking,560,399,568,20,861,1985
cycling,cycling,6053,35599,,774,861,1986
transport,transport,734,5621,,,861,1987
walking,walking,1924,2236,2569,111,862,1988
cycling,cycling,7146,36510,,802,862,1989
transport,transport,3637,27763,,,862,1990
walking,walking,2227,3073,3306,152,863,1991
transport,transport,916,6267,,,863,1992
walking,walking,2670,3450,3962,171,864,1993
transport,transport,4887,39337,,,864,1994
walking,walking,2272,2866,3664,142,865,1995
transport,transport,5376,40589,,,865,1996
walking,walking,2008,2330,3277,116,866,1997
transport,transport,7068,46164,,,866,1998
walking,walking,2516,3056,3637,152,867,1999
transport,transport,17985,303212,,,867,2000
walking,walking,3810,3740,5186,186,868,2001
transport,transport,2176,17714,,,868,2002
walking,walking,1959,2178,2574,108,869,2003
transport,transport,13766,239538,,,869,2004
walking,walking,2776,2712,4023,135,870,2005
transport,transport,6282,88790,,,870,2006
walking,walking,2218,2473,3437,123,871,2007
transport,transport,7622,65524,,,871,2008
walking,walking,1313,1553,2044,77,872,2009
transport,transport,732,3036,,,872,2010
walking,walking,1783,2202,2743,109,873,2011
transport,transport,3910,28078,,,873,2012
walking,walking,2350,2927,3327,145,874,2013
transport,transport,2355,25200,,,874,2014
walking,walking,2148,2779,3208,138,875,2015
transport,transport,2877,14013,,,875,2016
cycling,cycling,28172,169698,,3685,875,2017
walking,walking,1161,1493,2153,74,876,2018
cycling,cycling,30184,167310,,3653,876,2019
walking,walking,3472,4604,6348,228,877,2020
transport,transport,12800,256980,,,877,2021
walking,walking,2429,2772,4328,138,878,2022
transport,transport,4400,48827,,,878,2023
walking,walking,1625,1789,2465,89,879,2024
transport,transport,2693,26328,,,879,2025
walking,walking,2047,2308,3059,115,880,2026
transport,transport,3460,31588,,,880,2027
walking,walking,1614,2239,2463,111,881,2028
transport,transport,1770,24793,,,881,2029
walking,walking,2017,2130,2977,106,882,2030
cycling,cycling,6576,39856,,865,882,2031
transport,transport,1379,7436,,,882,2032
walking,walking,1140,1017,1452,50,883,2033
transport,transport,4290,32482,,,883,2034
walking,walking,120,60,104,3,884,2035
walking,walking,840,556,1016,28,885,2036
transport,transport,6968,71413,,,885,2037
walking,walking,570,485,740,24,886,2038
transport,transport,6978,86957,,,886,2039
walking,walking,300,177,307,9,887,2040
walking,walking,952,895,1236,44,888,2041
transport,transport,7053,49208,,,888,2042
walking,walking,90,56,93,3,889,2043
walking,walking,150,88,175,4,890,2044
walking,walking,270,164,327,8,891,2045
transport,transport,2456,25907,,,891,2046
walking,walking,270,162,326,8,892,2047
transport,transport,2708,25801,,,892,2048
walking,walking,120,92,184,5,893,2049
walking,walking,1304,905,1284,45,894,2050
transport,transport,4675,36875,,,894,2051
walking,walking,961,680,1091,34,895,2052
transport,transport,2591,27036,,,895,2053
walking,walking,450,269,429,13,896,2054
walking,walking,120,70,124,3,897,2055
walking,walking,180,90,162,4,898,2056
walking,walking,570,365,627,18,899,2057
transport,transport,2943,31965,,,899,2058
walking,walking,281,163,309,8,900,2059
transport,transport,4680,38166,,,900,2060
walking,walking,871,688,1081,34,901,2061
transport,transport,5073,31865,,,901,2062
walking,walking,330,197,377,10,902,2063
transport,transport,2248,23732,,,902,2064
walking,walking,450,286,422,14,903,2065
transport,transport,2242,18886,,,903,2066
walking,walking,300,183,287,9,904,2067
transport,transport,1198,8069,,,904,2068
walking,walking,360,209,380,10,905,2069
transport,transport,4858,40362,,,905,2070
walking,walking,750,552,853,27,906,2071
transport,transport,3273,24881,,,906,2072
walking,walking,390,239,390,12,907,2073
transport,transport,3871,25305,,,907,2074
walking,walking,600,403,790,20,908,2075
transport,transport,2665,10157,,,908,2076
walking,walking,300,180,359,9,909,2077
transport,transport,2812,24230,,,909,2078
walking,walking,840,679,1046,34,910,2079
transport,transport,1123,6592,,,910,2080
walking,walking,90,45,82,2,911,2081
walking,walking,300,167,305,8,912,2082
transport,transport,3406,26557,,,912,2083
transport,transport,8291,77973,,,913,2084
walking,walking,498,323,509,16,913,2085
transport,transport,2793,27217,,,914,2086
walking,walking,373,198,369,10,914,2087
walking,walking,600,409,800,20,915,2088
